"","X1","geo","affgeoid","PubTrans_16","MeanTime_16","UnempRate_16","OnlyHighSchool_16","OnlyBachelors_16","OnlyGraduate_16","VacancyPercent_16","RentalVacancyRate_16","MedianValue_16","RentMedian_16","MedianIncome_16","Median_income","LogUnempRate_16","LogRentalVacancy_16","LogVacancyRate_16","LogGraduate_16","LogBachelors_16","LogPubTrans_16","LogMedianValue_16","QuantPubTrans_16","QuantMeanTime_16","QuantUnempRate_16","QuantOnlyHighSchool_16","QuantOnlyBachelors_16","QuantOnlyGraduate_16","QuantVacancyPercent_16","QuantRentalVacancyRate_16","QuantMedianValue_16","QuantRentMedian_16","QuantMedianIncome_16","TractNumber","Nickname","HigherEd","QuantHigherEd"
"134",134,"Census Tract 55, Honolulu County, Hawaii",15003005500,28.9,28.1,5.1,25.9,11.4,0.9,4.5,3.2,350000,962,40313,40313,1.62924054,1.16315081,1.504077397,-0.105360516,2.433613355,3.363841595,12.76568843,0.920616253,0.375867341,0.511701752,0.467599671,0.131894625,0.020463366,0.332176879,0.560919675,0.089674233,0.033752793,0.024109138,55,"Palama",12.3,0.0661971830985915
"135",135,"Census Tract 56, Honolulu County, Hawaii",15003005600,24.7,23.7,3.2,26.5,13.4,2.5,2.4,1.3,581500,1033,53189,53189,1.16315081,0.262364264,0.875468737,0.916290732,2.595254707,3.206803244,13.27336625,0.890509232,0.243149477,0.245266377,0.491061978,0.174115018,0.104257321,0.196518876,0.51228978,0.334705398,0.062566153,0.103492885,56,"Kapalama",15.9,0.112676056338028
"136",136,"Census Tract 57, Honolulu County, Hawaii",15003005700,30,24.8,8.2,31.7,13,4.9,8.7,7.3,461600,784,40682,40682,2.104134154,1.987874348,2.163323026,1.589235205,2.564949357,3.401197382,13.04245399,0.923262378,0.279548395,0.725861461,0.657767847,0.170645654,0.212042808,0.579854169,0.727860755,0.171645302,0.020639774,0.031694696,57,"Iwilei-Anuenue",17.9,0.157746478873239
"137",137,"Census Tract 58, Honolulu County, Hawaii",15003005800,26,24.2,5.3,30.1,12.6,0.8,1,1e-05,249500,1015,46250,46250,1.667706821,-11.51292546,0,-0.223143551,2.533696814,3.258096538,12.42721419,0.912383865,0.261554745,0.530224627,0.635834411,0.160472774,0.017876044,0.094554863,0.236093144,0.028930966,0.045807362,0.055627426,58,"Waiakamilo Road",13.4,0.0816901408450704
"138",138,"Census Tract 59, Honolulu County, Hawaii",15003005900,25,24.6,3,42.1,3.9,0.9,7.2,8,600800,1156,49000,49000,1.098612289,2.079441542,1.974081026,-0.105360516,1.360976553,3.218875825,13.30601738,0.900917323,0.273138892,0.21121957,0.856638833,0.015700341,0.020463366,0.512113372,0.749323768,0.390862049,0.083441138,0.069563683,59,"Mokauea Street",4.8,0.00845070422535211
"139",139,"Census Tract 60, Honolulu County, Hawaii",15003006000,40.3,28.2,3.5,28.6,9.1,1.2,3.5,3.3,NA,1322,73239,73239,1.252762968,1.193922468,1.252762968,0.182321557,2.208274414,3.696351469,NA,0.929671881,0.380453957,0.288486417,0.59067388,0.071504175,0.040221098,0.256791721,0.565506292,NA,0.188639304,0.308596966,60,"Umi Street",10.3,0.0323943661971831
"140",140,"Census Tract 61, Honolulu County, Hawaii",15003006100,23.4,24.5,3.6,32.9,10.4,0.6,5.9,9,700300,1424,92813,92813,1.280933845,2.197224577,1.774952351,-0.510825624,2.341805806,3.152736022,13.45926409,0.884217335,0.268611078,0.306538869,0.691579443,0.12225097,0.01546513,0.427260967,0.774902975,0.569622486,0.228683994,0.534223215,61,"Kalihi Waena",11,0.0436619718309859
"141",141,"Census Tract 62.01, Honolulu County, Hawaii",15003006201,26.6,28.4,2.9,35.6,8.9,1.9,1,1.6,531000,989,58897,58897,1.064710737,0.470003629,0,0.641853886,2.186051277,3.280911216,13.1825173,0.914441962,0.412619076,0.196636481,0.768081853,0.06250735,0.0699165,0.094554863,0.520639774,0.276079031,0.043337646,0.153063625,62.01,"Kam IV Road",10.8,0.0380281690140845
"142",142,"Census Tract 62.02, Honolulu County, Hawaii",15003006202,33.8,29,15.2,44.9,1e-05,0.6,12.3,7.7,NA,408,23667,23667,2.721295428,2.041220329,2.509599262,-0.510825624,-11.51292546,3.520460802,NA,0.927260967,0.448429966,0.875514524,0.873985652,0.002587322,0.01546513,0.712983653,0.734387863,NA,0.000646831,0.001587675,62.02,"Linapuni Street",0.60001,0.00563380281690141
"143",143,"Census Tract 63.01, Honolulu County, Hawaii",15003006301,22.7,30.6,6.2,29.4,12.8,7.1,5.2,7.2,647500,1680,89356,89356,1.824549292,1.974081026,1.648658626,1.960094784,2.549445171,3.122364924,13.38087407,0.881806421,0.527166882,0.635011173,0.61737034,0.16270728,0.32500294,0.385746207,0.72139245,0.484887687,0.399506057,0.487592614,63.01,"Kalihi Valley Park",19.9,0.191549295774648
"144",144,"Census Tract 63.02, Honolulu County, Hawaii",15003006302,17.9,28.2,10.3,31,13.7,5,5.1,3.5,618300,770,45313,45313,2.332143895,1.252762968,1.62924054,1.609437912,2.617395833,2.884800713,13.33472906,0.858167706,0.380453957,0.80636246,0.643772786,0.184758321,0.219040339,0.379924732,0.572856639,0.4322004,0.015523933,0.04045631,63.02,"Kalena Drive",18.7,0.169014084507042
"145",145,"Census Tract 64.01, Honolulu County, Hawaii",15003006401,14.5,24.2,1e-05,23.9,11.1,0.3,1e-05,1e-05,657200,1383,91875,91875,-11.51292546,-11.51292546,-11.51292546,-1.203972804,2.406945108,2.674148649,13.39574367,0.823356462,0.261554745,0.018699283,0.390979654,0.129189698,0.013289427,0.038457015,0.236093144,0.501822886,0.211925203,0.515700341,64.01,"Gulick Avenue-Likelike",11.4,0.0507042253521127
"146",146,"Census Tract 64.02, Honolulu County, Hawaii",15003006402,15.4,27.6,6.1,33.8,12.4,1.2,4.8,1e-05,610600,1482,106445,106445,1.808288771,-11.51292546,1.568615918,0.182321557,2.517696473,2.734367509,13.32219736,0.841291309,0.354639539,0.620486887,0.720334,0.15570975,0.040221098,0.34364342,0.236093144,0.414735976,0.275608609,0.702516759,64.02,"Kamanaiki Street",13.6,0.0845070422535211
"147",147,"Census Tract 65, Honolulu County, Hawaii",15003006500,18.6,28.7,3.9,32.3,17.8,6.8,4.5,10.7,604400,1624,101875,101875,1.360976553,2.370243741,1.504077397,1.916922612,2.879198457,2.923161581,13.31199151,0.864753616,0.429613078,0.342761378,0.686051982,0.284781842,0.307185699,0.332176879,0.83770434,0.396213101,0.334587793,0.669646007,65,"Upper Kalihi Valley",24.6,0.311267605633803
"148",148,"Census Tract 66, Honolulu County, Hawaii",15003006600,1.6,10.2,38.3,21.3,25.8,26.1,31.3,10.2,NA,NA,110625,110625,3.645449896,2.32238772,3.443618098,3.261935314,3.250374492,0.470003629,NA,0.157238622,0.021933435,0.923262378,0.323591674,0.617429143,0.875514524,0.879219099,0.82076914,NA,NA,0.726743502,66,"Kahauiki Street",51.9,0.791549295774648
"149",149,"Census Tract 67.01, Honolulu County, Hawaii",15003006701,3.3,22.1,5.7,32.2,26.8,11.9,3.6,1e-05,745800,2340,95801,95801,1.740466175,-11.51292546,1.280933845,2.4765384,3.288401888,1.193922468,13.52221275,0.323591674,0.154768905,0.570269317,0.679348465,0.659061508,0.565329884,0.262848406,0.236093144,0.605550982,0.669763613,0.571798189,67.01,"Tripler-Moanalua",38.7,0.652112676056338
"150",150,"Census Tract 67.02, Honolulu County, Hawaii",15003006702,4.4,22.1,7.9,29.2,18.1,11.8,4,1.5,654600,1819,54375,54375,2.066862759,0.405465108,1.386294361,2.468099531,2.895911938,1.481604541,13.39177964,0.430142303,0.154768905,0.719334353,0.609255557,0.30742091,0.559390803,0.309773021,0.518405269,0.500529225,0.461248971,0.130659767,67.02,"Red Hill",29.9,0.447887323943662
"151",151,"Census Tract 68.02, Honolulu County, Hawaii",15003006802,14,27.7,6.4,26.9,16.2,4.2,1.4,1e-05,619900,1789,97902,97902,1.85629799,-11.51292546,0.336472237,1.435084525,2.785011242,2.63905733,13.33731345,0.814242032,0.3580501,0.652240386,0.508879219,0.2266847,0.175291074,0.110255204,0.236093144,0.434023286,0.434023286,0.624544278,68.02,"Aliamanu",20.4,0.2
"152",152,"Census Tract 68.04, Honolulu County, Hawaii",15003006804,1e-05,18.9,8.7,20.5,16.5,4.7,1.7,0.8,NA,2867,59674,59674,2.163323026,-0.223143551,0.530628251,1.547562509,2.803360381,-11.51292546,NA,0.030342232,0.069857697,0.74067976,0.28878043,0.23644596,0.19640127,0.138715747,0.492120428,NA,0.809596613,0.166588263,68.04,"Aliamanu Crater",21.2,0.222535211267606
"153",153,"Census Tract 68.05, Honolulu County, Hawaii",15003006805,7,25.1,2.7,21,37,10.1,7.3,1e-05,471100,1712,72342,72342,0.993251773,-11.51292546,1.987874348,2.312535424,3.610917913,1.945910149,13.06282566,0.61525344,0.289486064,0.165647419,0.306715277,0.91185464,0.463248265,0.516935199,0.236093144,0.188462895,0.407091615,0.30254028,68.05,"Salt Lake Country Club",47.1,0.733802816901408
"154",154,"Census Tract 68.06, Honolulu County, Hawaii",15003006806,2.4,24.9,1.4,34.1,25.9,6.6,1e-05,1e-05,791700,3167,87381,87381,0.336472237,-11.51292546,-11.51292546,1.887069649,3.254242969,0.875468737,13.58193781,0.208632247,0.283782195,0.062095731,0.746324827,0.631247795,0.296013172,0.038457015,0.236093144,0.63389392,0.85699165,0.458544043,68.06,"Ala Lilikoi",32.5,0.495774647887324
"155",155,"Census Tract 68.08, Honolulu County, Hawaii",15003006808,11.2,24.5,3.7,31.3,21.3,6.9,7,1e-05,379400,1489,67910,67910,1.30833282,-11.51292546,1.945910149,1.931521412,3.058707073,2.415913778,12.84634634,0.747148065,0.268611078,0.322062801,0.646889333,0.43114195,0.314418441,0.497530283,0.236093144,0.112607315,0.28007762,0.257144537,68.08,"Ala Ilima Mauka",28.2,0.384507042253521
"156",156,"Census Tract 68.09, Honolulu County, Hawaii",15003006809,18.2,26.7,7.6,21.8,24.2,4.6,2.9,2.9,296400,1529,66875,66875,2.028148247,1.064710737,1.064710737,1.526056303,3.186352633,2.901421594,12.59946517,0.860284605,0.323474068,0.714688933,0.327531459,0.550982006,0.191344231,0.235563919,0.550393979,0.03728096,0.289309655,0.252087499,68.09,"Ala Ilima Makai",28.8,0.411267605633803
"157",157,"Census Tract 69, Honolulu County, Hawaii",15003006900,1e-05,18,10,14.4,18.3,4.9,5.7,3,NA,2969,62415,62415,2.302585093,1.098612289,1.740466175,1.589235205,2.90690106,-11.51292546,NA,0.030342232,0.056921087,0.800893802,0.088909797,0.320357521,0.212042808,0.400917323,0.555333412,NA,0.820651535,0.19851817,69,"Arizona Road",23.2,0.267605633802817
"158",158,"Census Tract 70, Honolulu County, Hawaii",15003007000,0.8,18.7,10.9,18.7,16.2,2.3,5,3.4,NA,2670,55000,55000,2.388762789,1.223775432,1.609437912,0.832909123,2.785011242,-0.223143551,NA,0.082676702,0.065212278,0.828942726,0.212572033,0.2266847,0.097083382,0.363577561,0.569152064,NA,0.779607197,0.137598495,70,"Navy Marine Golf Course",18.5,0.163380281690141
"159",159,"Census Tract 71, Honolulu County, Hawaii",15003007100,1e-05,13.4,5.4,12.7,16.1,8.2,1.1,1.1,NA,2861,77593,77593,1.686398954,0.09531018,0.09531018,2.104134154,2.778819272,-11.51292546,NA,0.030342232,0.036516524,0.532047513,0.050687992,0.221745266,0.378983888,0.100787957,0.502998942,NA,0.807185699,0.377219805,71,"Nimitz Elementary School",24.3,0.297183098591549
"160",160,"Census Tract 73.02, Honolulu County, Hawaii",15003007302,1e-05,13.1,4.8,8.8,33.1,23.1,9.7,3.2,NA,2779,72455,72455,1.568615918,1.16315081,2.272125886,3.139832618,3.499533282,-11.51292546,NA,0.030342232,0.034223215,0.480359873,0.019875338,0.853345878,0.832059273,0.62119252,0.560919675,NA,0.798776902,0.306127249,73.02,"Hangar Avenue-Vickers Avenue",56.2,0.836619718309859
"161",161,"Census Tract 73.03, Honolulu County, Hawaii",15003007303,1.5,14.3,1e-05,58.5,11.7,1e-05,100,NA,NA,NA,NA,NA,-11.51292546,NA,4.605170186,-11.51292546,2.459588842,0.405465108,NA,0.134775961,0.045101729,0.018699283,0.93325885,0.13918617,0.006409503,0.924085617,NA,NA,NA,NA,73.03,"Hickam Air Force Base",11.70001,0.0563380281690141
"162",162,"Census Tract 74, Honolulu County, Hawaii",15003007400,0.2,12.7,5.2,26.2,17.8,14.8,10.1,10.3,NA,3054,77109,77109,1.648658626,2.332143895,2.312535424,2.694627181,2.879198457,-1.609437912,NA,0.063801011,0.029989416,0.525990827,0.478301776,0.284781842,0.653298836,0.631659414,0.82923674,NA,0.838527579,0.370927908,74,"Ford Island",32.6,0.498591549295775
"163",163,"Census Tract 75.02, Honolulu County, Hawaii",15003007502,1e-05,NA,1e-05,54.4,3.3,4.3,1e-05,1e-05,NA,NA,NA,NA,-11.51292546,-11.51292546,-11.51292546,1.458615023,1.193922468,-11.51292546,NA,0.030342232,NA,0.018699283,0.926731742,0.009408444,0.182994237,0.038457015,0.236093144,NA,NA,NA,75.02,"Halawa Valley",7.6,0.0225352112676056
"164",164,"Census Tract 75.03, Honolulu County, Hawaii",15003007503,2.4,24.2,5.8,27.6,24.9,8.4,7,1.7,685100,1756,101029,101029,1.757857918,0.530628251,1.945910149,2.128231706,3.214867803,0.875468737,13.43732009,0.208632247,0.261554745,0.585146419,0.561625309,0.559978831,0.391626485,0.497530283,0.526520052,0.545395743,0.428848642,0.653240033,75.03,"Halawa Heights",33.3,0.519718309859155
"165",165,"Census Tract 75.04, Honolulu County, Hawaii",15003007504,19.5,28.8,6,45.3,10.5,2.5,0.6,1e-05,573000,783,59732,59732,1.791759469,-11.51292546,-0.510825624,0.916290732,2.351375257,2.970414466,13.258641,0.873809244,0.444842997,0.608197107,0.875808538,0.125661531,0.104257321,0.083088322,0.236093144,0.316711749,0.017405622,0.172292132,75.04,"Aloha Stadium",13,0.0788732394366197
"166",166,"Census Tract 75.05, Honolulu County, Hawaii",15003007505,5.4,26.9,1.2,27.9,21.3,7.8,5.1,10.7,599500,2174,101394,101394,0.182321557,2.370243741,1.62924054,2.054123734,3.058707073,1.686398954,13.30385125,0.516817594,0.338880395,0.054627778,0.566564742,0.43114195,0.368458191,0.379924732,0.83770434,0.388157121,0.612195696,0.663001294,75.05,"Foster Village",29.1,0.423943661971831
"167",167,"Census Tract 75.06, Honolulu County, Hawaii",15003007506,1e-05,20,6,9.4,25.2,33.7,1e-05,1e-05,NA,2925,87679,87679,1.791759469,-11.51292546,-11.51292546,3.517497837,3.226843995,-11.51292546,NA,0.030342232,0.085146419,0.608197107,0.025167588,0.578972127,0.924497236,0.038457015,0.236093144,NA,0.813830413,0.462777843,75.06,"Red Hill Military Housing",58.9,0.847887323943662
"168",168,"Census Tract 77.01, Honolulu County, Hawaii",15003007701,6,25.1,2.2,31.6,15.7,9.4,3.9,1e-05,675600,1844,97406,97406,0.78845736,-11.51292546,1.360976553,2.240709689,2.753660712,1.791759469,13.42335646,0.572739033,0.289486064,0.131071387,0.650946725,0.209925909,0.439139127,0.301540633,0.236093144,0.52499118,0.479713042,0.604610138,77.01,"Lower Aiea",25.1,0.32112676056338
"169",169,"Census Tract 77.02, Honolulu County, Hawaii",15003007702,5.6,27.8,5.1,19.3,28.6,17.7,10.4,1e-05,766100,2273,114219,114219,1.62924054,-11.51292546,2.341805806,2.87356464,3.353406718,1.722766598,13.54906799,0.534928849,0.365929672,0.511701752,0.250382218,0.710513936,0.714924144,0.662589674,0.236093144,0.62330942,0.64130307,0.772080442,77.02,"Aiea Heights",46.3,0.714084507042254
"170",170,"Census Tract 78.04, Honolulu County, Hawaii",15003007804,6,27,6.2,37.3,20.1,6.3,2,1e-05,631100,2335,102000,102000,1.824549292,-11.51292546,0.693147181,1.840549633,3.000719815,1.791759469,13.35521961,0.572739033,0.346171939,0.635011173,0.786722333,0.407268023,0.287133953,0.166882277,0.236093144,0.471715865,0.662589674,0.673056568,78.04,"Lower Pearl City",26.4,0.354929577464789
"171",171,"Census Tract 78.05, Honolulu County, Hawaii",15003007805,6.9,29,5.5,23.2,21.6,5.5,3.4,6.1,373000,1806,87583,87583,1.704748092,1.808288771,1.223775432,1.704748092,3.072693315,1.931521412,12.8293337,0.606374221,0.448429966,0.542396801,0.358402917,0.458073621,0.23368223,0.253675173,0.68940374,0.10678584,0.438315889,0.460778549,78.05,"Waiau Townhouses",27.1,0.361971830985916
"172",172,"Census Tract 78.07, Honolulu County, Hawaii",15003007807,5.9,24.7,2.1,26.5,25.9,9.3,10.9,6.8,340400,1495,63036,63036,0.741937345,1.916922612,2.388762789,2.2300144,3.254242969,1.774952351,12.73787668,0.559037987,0.275373398,0.124191462,0.491061978,0.631247795,0.4343173,0.675408679,0.710866753,0.07373868,0.282135717,0.200517464,78.07,"Pearl Ridge High Rise",35.2,0.566197183098592
"173",173,"Census Tract 78.08, Honolulu County, Hawaii",15003007808,9.2,29.5,3.9,38.8,11.4,5.6,2.1,1e-05,360800,1408,66068,66068,1.360976553,-11.51292546,0.741937345,1.722766598,2.433613355,2.219203484,12.79607907,0.685816771,0.46524756,0.342761378,0.807950135,0.131894625,0.238268846,0.171351288,0.236093144,0.102669646,0.219804775,0.246971657,78.08,"Pearlridge Center",17,0.140845070422535
"174",174,"Census Tract 78.09, Honolulu County, Hawaii",15003007809,6.1,30.7,3.2,22.1,29.8,18.3,1e-05,1e-05,684700,2004,111042,111042,1.16315081,-11.51292546,-11.51292546,2.90690106,3.394508394,1.808288771,13.43673607,0.587322122,0.531341879,0.245266377,0.33305892,0.772609667,0.738386452,0.038457015,0.236093144,0.541220746,0.534634835,0.733623427,78.09,"Newtown",48.1,0.743661971830986
"175",175,"Census Tract 78.10, Honolulu County, Hawaii",15003007810,4.9,30.1,2.9,16.2,31.3,18.3,1.7,1e-05,693500,2600,116217,116217,1.064710737,-11.51292546,0.530628251,2.90690106,3.443618098,1.589235205,13.44950652,0.478654592,0.498706339,0.196636481,0.130542162,0.814477243,0.738386452,0.138715747,0.236093144,0.562154534,0.755145243,0.811360696,78.1,"Royal Summit",49.6,0.777464788732394
"176",176,"Census Tract 78.11, Honolulu County, Hawaii",15003007811,4.5,28.3,3.1,23.3,23.9,12.4,8.7,5.9,477700,2276,95802,95802,1.131402111,1.774952351,2.163323026,2.517696473,3.173878459,1.504077397,13.0767382,0.445195813,0.397859579,0.225743855,0.37627896,0.543631659,0.60572739,0.579854169,0.678642832,0.21927555,0.653240033,0.582323886,78.11,"Pearl Country Club",36.3,0.584507042253521
"177",177,"Census Tract 80.01, Honolulu County, Hawaii",15003008001,19.2,29.9,8.9,31.7,12,4.1,4.9,1e-05,575400,921,46143,46143,2.186051277,-11.51292546,1.589235205,1.410986974,2.48490665,2.954910279,13.26282073,0.869928261,0.486710573,0.746501235,0.657767847,0.146301305,0.170116429,0.34852405,0.236093144,0.323591674,0.031106668,0.053216512,80.01,"Hale Mohalu Hospital",16.1,0.11830985915493
"178",178,"Census Tract 80.02, Honolulu County, Hawaii",15003008002,2.6,27.8,1.8,34.6,16.7,6.7,6.1,1e-05,587500,1808,85833,85833,0.587786665,-11.51292546,1.808288771,1.902107526,2.815408719,0.955511445,13.28363153,0.219099141,0.365929672,0.099435493,0.754380807,0.244795954,0.301717041,0.453251793,0.236093144,0.350229331,0.440668,0.455956721,80.02,"Lower Waiau",23.4,0.273239436619718
"179",179,"Census Tract 80.03, Honolulu County, Hawaii",15003008003,11.6,30.6,8.5,32.5,16,4.8,5.1,4.3,306700,1297,62083,62083,2.140066163,1.458615023,1.62924054,1.568615918,2.772588722,2.451005098,12.63362535,0.767846642,0.527166882,0.737033988,0.689521345,0.218452311,0.20275197,0.379924732,0.62225097,0.042337998,0.180406915,0.196518876,80.03,"Manana",20.8,0.209859154929577
"180",180,"Census Tract 80.05, Honolulu County, Hawaii",15003008005,5.8,35.6,4.4,37.5,18.1,10.2,2.2,1e-05,596500,2011,98864,98864,1.481604541,-11.51292546,0.78845736,2.32238772,2.895911938,1.757857918,13.29883452,0.550393979,0.732858991,0.434434905,0.796365988,0.30742091,0.471363048,0.180700929,0.236093144,0.374867694,0.545042926,0.639244972,80.05,"Pacific Palisades",28.3,0.391549295774648
"181",181,"Census Tract 80.06, Honolulu County, Hawaii",15003008006,5.2,34.2,5.8,28.3,21.1,7,2.6,1e-05,626600,1750,96875,96875,1.757857918,-11.51292546,0.955511445,1.945910149,3.04927304,1.648658626,13.34806366,0.509761261,0.682935435,0.585146419,0.573679878,0.422203928,0.320533929,0.216511819,0.236093144,0.437433847,0.420616253,0.594554863,80.06,"Pearl City",28.1,0.377464788732394
"182",182,"Census Tract 80.07, Honolulu County, Hawaii",15003008007,9.2,31.1,4.8,28.5,15.3,7.9,0.6,1e-05,637500,2218,113971,113971,1.568615918,-11.51292546,-0.510825624,2.066862759,2.727852828,2.219203484,13.36530956,0.685816771,0.544748912,0.480359873,0.584029166,0.200752676,0.37457368,0.083088322,0.236093144,0.479713042,0.626249559,0.760672704,80.07,"Pearl City Highlands",23.2,0.267605633802817
"183",183,"Census Tract 83.01, Honolulu County, Hawaii",15003008301,3.2,43.5,9.5,26.4,12.9,8.4,8.7,4.3,NA,2340,82689,82689,2.251291799,1.458615023,2.163323026,2.128231706,2.557227311,1.16315081,NA,0.306068446,0.871868752,0.79554275,0.486475362,0.166353052,0.391626485,0.579854169,0.62225097,NA,0.669763613,0.434728919,83.01,"Iroquois Point",21.3,0.228169014084507
"184",184,"Census Tract 83.02, Honolulu County, Hawaii",15003008302,19.2,43.2,5.1,43,10.5,1,7.8,1e-05,413600,1829,89375,89375,1.62924054,-11.51292546,2.054123734,0,2.351375257,2.954910279,12.9326546,0.869928261,0.8686346,0.511701752,0.862166294,0.125661531,0.023285899,0.547571445,0.236093144,0.135834411,0.463013054,0.489944725,83.02,"Campbell High School",11.5,0.0535211267605634
"185",185,"Census Tract 84.02, Honolulu County, Hawaii",15003008402,14.5,48.3,6,35.9,11.7,3,9.1,4.1,499300,1520,83650,83650,1.791759469,1.410986974,2.208274414,1.098612289,2.459588842,2.674148649,13.1209624,0.823356462,0.912325062,0.608197107,0.774197342,0.13918617,0.128190051,0.595730918,0.60996119,0.240562155,0.284781842,0.448253558,84.02,"Ewa Beach",14.7,0.0971830985915493
"186",186,"Census Tract 84.05, Honolulu County, Hawaii",15003008405,11,42.1,2.3,26.1,16.9,6.2,10.3,9.8,476800,2393,108403,108403,0.832909123,2.282382386,2.332143895,1.824549292,2.827313622,2.397895273,13.07485239,0.738915677,0.855462778,0.139009761,0.470716218,0.246736446,0.284076208,0.65529813,0.799717747,0.212160414,0.684346701,0.707867811,84.05,"Holomua School",23.1,0.256338028169014
"187",187,"Census Tract 84.06, Honolulu County, Hawaii",15003008406,3.6,37.8,4.2,23.4,25.2,11.8,1.8,1e-05,576900,3076,112264,112264,1.435084525,-11.51292546,0.587786665,2.468099531,3.226843995,1.280933845,13.26542422,0.372868399,0.790191697,0.380218746,0.386981066,0.578972127,0.559390803,0.164177349,0.236093144,0.32647301,0.845231095,0.740209338,84.06,"Hawaii Prince Golf Course",37,0.605633802816901
"188",188,"Census Tract 84.07, Honolulu County, Hawaii",15003008407,4,53.3,5.2,16.7,23.1,9.7,3.9,1e-05,575100,2803,106563,106563,1.648658626,-11.51292546,1.360976553,2.272125886,3.139832618,1.386294361,13.26229922,0.395683876,0.917734917,0.525990827,0.150241091,0.493531695,0.444372574,0.301540633,0.236093144,0.321474774,0.800599788,0.706750559,84.07,"Ocean Pointe",32.8,0.504225352112676
"189",189,"Census Tract 84.08, Honolulu County, Hawaii",15003008408,4.7,38.5,4.5,17,25.2,14.9,6.8,1e-05,586400,2687,118015,118015,1.504077397,-11.51292546,1.916922612,2.701361213,3.226843995,1.547562509,13.28175743,0.460366929,0.799129719,0.45295778,0.158591085,0.578972127,0.657297424,0.488592262,0.236093144,0.34787722,0.784781842,0.830059979,84.08,"Hoakalei Country Club",40.1,0.664788732394366
"190",190,"Census Tract 84.10, Honolulu County, Hawaii",15003008410,4.3,38.1,1.9,21,28.1,3.8,3.5,12.7,578700,2877,112847,112847,0.641853886,2.541601993,1.252762968,1.335001067,3.335769576,1.458615023,13.26853949,0.417558509,0.793896272,0.108549924,0.306715277,0.69787134,0.157062213,0.256791721,0.877984241,0.328531107,0.812007527,0.742267435,84.1,"Coral Creek Golf Course",31.9,0.48169014084507
"191",191,"Census Tract 84.11, Honolulu County, Hawaii",15003008411,7.8,41.1,3.2,33.5,16.2,7.3,7.6,9.3,420800,1650,80673,80673,1.16315081,2.2300144,2.028148247,1.987874348,2.785011242,2.054123734,12.94991294,0.636775256,0.8453487,0.245266377,0.700047042,0.2266847,0.331412443,0.524109138,0.786428319,0.14512525,0.338998001,0.4237328,84.11,"Geiger Road",23.5,0.280281690140845
"192",192,"Census Tract 84.12, Honolulu County, Hawaii",15003008412,4,38.2,5.5,28.6,22.4,6.3,5.9,10.5,299500,1663,76627,76627,1.704748092,2.351375257,1.774952351,1.840549633,3.109060959,1.386294361,12.6098697,0.395683876,0.79724803,0.542396801,0.59067388,0.483946842,0.287133953,0.427260967,0.833000118,0.039162648,0.385746207,0.355639186,84.12,"Ewa Gentry",28.7,0.408450704225352
"193",193,"Census Tract 85.02, Honolulu County, Hawaii",15003008502,12.9,36.6,11,40.9,6.5,3.4,12.5,9.7,NA,2540,68281,68281,2.397895273,2.272125886,2.525728644,1.223775432,1.871802177,2.557227311,NA,0.799306127,0.76355404,0.833999765,0.832706104,0.04427849,0.143890392,0.718099494,0.795307539,NA,0.740738563,0.263024815,85.02,"Kalaeloa",9.9,0.0267605633802817
"194",194,"Census Tract 86.06, Honolulu County, Hawaii",15003008606,7.8,40.4,6.2,26.2,22.3,8.3,1.7,1e-05,507200,1551,91161,91161,1.824549292,-11.51292546,0.530628251,2.116255515,3.104586678,2.054123734,13.13666068,0.636775256,0.842173351,0.635011173,0.478301776,0.480889098,0.384334941,0.138715747,0.236093144,0.255439257,0.296130777,0.498059508,86.06,"Kapolei Golf Course",30.6,0.450704225352113
"195",195,"Census Tract 86.09, Honolulu County, Hawaii",15003008609,3.5,36.8,3.4,26.8,20.4,8.6,22.6,12.9,474300,2326,96391,96391,1.223775432,2.557227311,3.117949906,2.151762203,3.015534901,1.252762968,13.06959531,0.357285664,0.783723392,0.276608256,0.499941197,0.409855345,0.410443373,0.842114548,0.879924732,0.210337528,0.660707985,0.59132071,86.09,"Ko Olina-Honokai Hale",29,0.419718309859155
"196",196,"Census Tract 86.10, Honolulu County, Hawaii",15003008610,1.1,38.1,7.5,7.8,30.3,22.2,52.6,36.9,686600,3084,108750,108750,2.014903021,3.608211551,3.96271612,3.100092289,3.411147713,0.09531018,13.43950716,0.092849583,0.793896272,0.712101611,0.012995413,0.78495825,0.808832177,0.916676467,0.912442667,0.549276726,0.847994825,0.715629778,86.1,"Ko Olina Resort",52.5,0.8
"197",197,"Census Tract 86.11, Honolulu County, Hawaii",15003008611,11.5,32.5,16,19,64.3,16.7,32.4,1e-05,NA,2750,79688,79688,2.772588722,-11.51292546,3.478158423,2.815408719,4.163559631,2.442347035,NA,0.760849112,0.585675644,0.880159944,0.229801247,0.927084558,0.67987769,0.887216277,0.236093144,NA,0.789956486,0.413265906,86.11,"Kahe",81,0.892957746478873
"198",198,"Census Tract 86.12, Honolulu County, Hawaii",15003008612,1.8,41.4,9.3,20.8,23.8,11.5,7.7,8.7,569800,1841,93810,93810,2.2300144,2.163323026,2.041220329,2.442347035,3.169685581,0.587786665,13.2530407,0.183699871,0.850582147,0.766670587,0.296248383,0.531812302,0.544807715,0.536104904,0.766435376,0.296660002,0.473185934,0.559626014,86.12,"Upper Makakilo",35.3,0.570422535211268
